timestamp,gender,age,education_level,occupation,dna_knowledge,dna_info_source,support_national_dna_db_bf,dna_db_custodian_bf,dna_db_inclusion_criteria,include_crime_scene_profiles,offense_type_dna_recording,dna_storage_duration,dna_use_family_research,dna_use_disaster_research,dna_use_interpol_cooperation,dna_use_terrorism_fight,privacy_invasion_opinion,voluntary_dna_donation,privacy_risk_concern,database_misuse_concern,dna_use_in_investigations,police_lab_support_need,forensic_dna_private_sector,forensic_dna_autonomous_institution,message_to_investigators
3/5/2021 17:33,Male,16-35,PhD,Students,I am not sure,Reading (newspapers and scientific documents),Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,Yes I agree,No,Yes,Important concerns,Important concerns,I don't know,Yes,No,No,
3/5/2021 17:34,Male,35-60,University,Others,I am not sure,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,"Convicts, suspects and volunteers",Yes,Serious crimes only,Until acquittal,Yes I agree,Yes I agree,Yes I agree,yes I agree but in certain circumstances,No,"Yes, but under certain conditions",Minor concerns,Important concerns,Maybe,Yes,No,Maybe,Subject of interest. It will also be necessary to integrate the notion of the cost of the test and the penalty in the event of non-compliance with confidentiality by the structure or actors in charge of the test.
3/5/2021 17:41,Male,16-35,PhD,Ministry of Higher Education and Scientific Research,Yes,Reading (newspapers and scientific documents),Important,An autonomous institution,Convicts and suspects,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,No,Important concerns,Important concerns,No,Yes,Yes,No,He is a good subject and having a genetic database would help investigators solve certain cases which until now have been closed. This database will need to be designed based on people arrested during judicial investigations.
3/5/2021 18:26,Male,35-60,University,Others,Yes,Fiction films,Important,Ministry of Justice,"Convicts, suspects and volunteers",Yes,All crimes,Until acquittal,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,Yes I agree,Maybe,Yes,Minor concerns,Important concerns,Yes,Yes,No,No,nothing special
3/5/2021 21:36,Male,35-60,PhD,Ministry responsible for security,Yes,During my studies (secondary and/or higher),Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,Yes,Yes,No,No,Many thanks for the initiative
3/6/2021 11:16,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,Yes,During my studies (secondary and/or higher),Important,Ministry responsible for security,"Convicts, suspects and volunteers",Yes,All crimes,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Maybe,Yes,Important concerns,Important concerns,Yes,Yes,No,No,Great initiative and all our encouragement
3/6/2021 14:17,Male,35-60,University,Others,I am not sure,Fiction films,Important,An autonomous institution,"Convicts, suspects and volunteers",No,All crimes,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,"Yes, but under certain conditions",Important concerns,Important concerns,No,Yes,No,Yes,
3/6/2021 14:31,Male,35-60,University,Others,Yes,"The media (TV news, radio, documentaries)",Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",yes I agree but in certain circumstances,yes I agree but in certain circumstances,No,Yes,No problem,No problem,Maybe,Yes,No,No," This is a great initiative, an imperative if we want to fight effectively against crimes in our societies. Provided that the State provides the competent ministry concerned with the necessary resources."
3/6/2021 16:30,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,Yes,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,"Convicts, suspects and volunteers",Yes,All crimes,Until the death of the condemned,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,"Yes, but under certain conditions",Important concerns,Important concerns,Maybe,Yes,No,Maybe,
3/6/2021 17:25,Male,35-60,University,Others,Yes,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,Maybe,Yes,No,Yes," Just congratulations for the initiative. It was time for our country to develop this sector which, in my opinion, can help solve many crimes that have gone unpunished."
3/7/2021 1:00,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,Yes,During my studies (secondary and/or higher),Important,The national police and gendarmerie services,"Convicts, suspects and volunteers",Yes,All crimes,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,Yes,Yes,No,No,
3/7/2021 6:22,Male,16-35,University,Ministry of Higher Education and Scientific Research,No,Others,Important,Ministry of Justice,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,No I do not agree,Yes I agree,Maybe,Yes,Important concerns,Important concerns,Maybe,Maybe,No,Yes,
3/7/2021 13:28,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,I am not sure,During my studies (secondary and/or higher),Not very important,An autonomous institution,"Convicts, suspects and volunteers",Yes,Serious crimes only,Until the death of the condemned,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,Yes,Minor concerns,Important concerns,No,Maybe,No,Yes, There are questions that are not very clear. Thank you and my encouragement.
3/7/2021 13:34,Male,16-35,PhD,Others,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes,Until the death of the condemned,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,Maybe,Yes,No,Yes,
3/9/2021 0:26,Male,35-60,University,Ministry of Justice,Yes,During my studies (secondary and/or higher),Important,The national police and gendarmerie services,"Convicts, suspects and volunteers",Yes,All crimes,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,Yes,Minor concerns,Minor concerns,No,No,Yes,I don't know,
3/9/2021 17:53,Male,16-35,University,Others,No,Fiction films,Important,Ministry of Justice,Entire population of Burkina Faso,Yes,Serious crimes only,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,No,Yes,Maybe,Yes, Thank you very much for this initiative!
3/10/2021 13:02,Female,35-60,PhD,Ministry of Higher Education and Scientific Research,No,Fiction films,Important,An autonomous institution,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,Yes,Minor concerns,Minor concerns,Maybe,Yes,No,Maybe,"Congratulations, it’s a good initiative"
3/10/2021 13:20,Male,35-60,PhD,Others,No,During my studies (secondary and/or higher),Important,An autonomous institution,"Convicts, suspects and volunteers",No,All crimes,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,yes I agree but in certain circumstances,No,Yes,Minor concerns,Important concerns,No,Yes,No,Yes,All my congratulations for the initiative of this investigation which will undoubtedly generate new perspectives.
3/10/2021 19:23,Female,16-35,University,Ministry of Justice,Yes,During my studies (secondary and/or higher),Important,Others,Entire population of Burkina Faso,Yes,Gender-based violence,Indefinitely,Yes I agree,Yes I agree,I don't know,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,Maybe,Yes,Yes,Maybe,Good luck
3/12/2021 10:40,Male,35-60,University,Ministry responsible for security,No,Others,Important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Minor concerns,Minor concerns,No,Yes,No,No,To persevere
3/12/2021 10:48,Male,16-35,University,Ministry of Justice,I am not sure,"The media (TV news, radio, documentaries)",Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,yes I agree but in certain circumstances,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,No,Yes,No,Yes,It is to work to establish such a basis to enable investigators to work more efficiently.
3/12/2021 11:08,Male,35-60,University,Ministry responsible for security,No,Others,Important,Ministry responsible for security,Condemned,Yes,All crimes and offenses,Until the death of the condemned,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Maybe,No,Important concerns,Important concerns,Yes,Yes,No,Maybe, Emphasize the institutional anchoring and security of such a database because this will help to give confidence to users and personal data protection organizations or not.
3/12/2021 12:36,Male,35-60,University,Ministry responsible for security,Yes,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,Convicts and suspects,Yes,All crimes,Until the death of the condemned,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,"Yes, but under certain conditions",Minor concerns,Important concerns,Maybe,Yes,No,No,
3/12/2021 14:52,Male,35-60,University,Ministry of Justice,Yes,Fiction films,Important,The national police and gendarmerie services,Convicts and suspects,Yes,All crimes and offenses,No answer,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Maybe,Yes,Minor concerns,Important concerns,Yes,Yes,No,Yes,"I would like to congratulate the initiator because I think that when the investigation is successful, it will be able to help justice in the context of crime cases... justice will have the necessary tools to decide."
3/12/2021 17:56,Male,35-60,University,Ministry of Justice,I am not sure,Others,Not very important,Ministry of Justice,Condemned,No,All crimes and offenses,Until the death of the condemned,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",yes I agree but in certain circumstances,Yes I agree,No,"Yes, but under certain conditions",Minor concerns,Indifferent,No,Yes,No,No,
3/12/2021 18:33,Male,16-35,University,Ministry responsible for security,No,Others,Important,The national police and gendarmerie services,Convicts and suspects,Yes,All crimes,Indefinitely,No I do not agree,Yes I agree,Yes I agree,Yes I agree,Yes,No,Minor concerns,Important concerns,No,Yes,No,No,Strong encouragement
3/12/2021 23:51,Female,16-35,PhD,Ministry of Higher Education and Scientific Research,Yes,During my studies (secondary and/or higher),Important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes,Until the death of the condemned,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,Maybe,Yes,No,No,Good luck !
3/13/2021 0:05,Female,16-35,University,Others,Yes,Fiction films,Important,An autonomous institution,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",I don't know,Yes I agree,Yes,Yes,Minor concerns,Important concerns,Yes,Yes,Yes,Yes, Very good idea
3/13/2021 0:14,Male,35-60,University,Others,Yes,Fiction films,Important,The national police and gendarmerie services,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Minor concerns,Important concerns,Yes,Yes,No,No,"Just encouraged them in their approach, which will truly be a tool of high added value for the police and all those involved in the quest for the truth."
3/13/2021 13:46,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,Yes,Reading (newspapers and scientific documents),Important,An autonomous institution,"Convicts, suspects and volunteers",Yes,Serious crimes only,Indefinitely,No I do not agree,Yes I agree,yes I agree but in certain circumstances,Yes I agree,Yes,No,Important concerns,Important concerns,No,Yes,Maybe,Yes,We should be able to make multiple choices for certain questions. Fields to freely express opinions are necessary because check-off lists do not take everything into account
3/13/2021 20:57,Male,16-35,University,Ministry responsible for security,Yes,During my studies (secondary and/or higher),Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,Yes,Yes,Yes,Yes, Courage and we encourage you for more initiatives
3/13/2021 22:28,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,Yes,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,Convicts and suspects,am indifferent,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",I don't know,yes I agree but in certain circumstances,Yes I agree,Maybe,"Yes, but under certain conditions",am indifferent,Minor concerns,I don't know,Yes,I don't know,Yes,
3/16/2021 19:43,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,Yes,No problem,No problem,I don't know,Yes,No,Yes,Good initiative and good luck
3/16/2021 20:46,Male,35-60,University,Ministry of Higher Education and Scientific Research,I don't know,,Important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Minor concerns,Important concerns,No,Yes,No,No,Very relevant topic. Good continuation
3/16/2021 21:14,Male,35-60,PhD,Others,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,Convicts and suspects,Yes,All crimes and offenses,Until the death of the condemned,Yes I agree,Yes I agree,yes I agree but in certain circumstances,yes I agree but in certain circumstances,No,Yes,Minor concerns,Minor concerns,No,Yes,Yes,Yes,"It would have been desirable, in terms of statistical inferences, to directly collect the age of the interviewers and then stratify by age class during the data analysis. Additionally, there are questions where the interviewer should have the attitude of choosing more than one answer. Good luck and all my encouragement."
3/17/2021 12:25,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,Yes,"The media (TV news, radio, documentaries)",Important,Ministry of Justice,Convicts and suspects,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,Yes I agree,Yes,"Yes, but under certain conditions",Important concerns,Important concerns,No,Yes,No,Yes,
3/17/2021 16:42,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,Yes,During my studies (secondary and/or higher),Not very important,Ministry of Justice,Convicts and suspects,am indifferent,All crimes,Until the death of the condemned,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,Yes I agree,No,"Yes, but under certain conditions",No problem,Minor concerns,Yes,Yes,No,Maybe," This survey is a good initiative, especially since it allows us to assess the level of knowledge about DNA as an investigative tool in criminal or other matters."
3/17/2021 23:25,Female,16-35,University,Ministry responsible for security,Yes,During my studies (secondary and/or higher),Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,No problem,Minor concerns,Yes,Yes,No,No,
3/18/2021 19:33,Male,16-35,University,Others,I am not sure,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,Convicts and suspects,Yes,All crimes,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Maybe,Yes,Important concerns,Important concerns,No,Yes,Maybe,Maybe,DNA testing can better help solve criminal cases
3/19/2021 1:51,Male,16-35,University,Students,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,Yes I agree,No,"Yes, but under certain conditions",Minor concerns,Important concerns,No,Yes,No,Yes,
3/19/2021 11:24,Male,16-35,University,Ministry of Justice,Yes,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,"Yes, but under certain conditions",Minor concerns,Important concerns,Yes,Yes,No,Yes,
3/19/2021 12:39,Male,16-35,University,Ministry of Justice,Yes,"The media (TV news, radio, documentaries)",Important,Ministry of Justice,"Convicts, suspects and volunteers",Yes,All crimes,Indefinitely,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",yes I agree but in certain circumstances,Yes I agree,Maybe,"Yes, but under certain conditions",I have no response,Important concerns,I don't know,Yes,Maybe,Maybe,Good luck! I hope that the study will have the expected success and will support the actors of the judicial chain in their missions.
3/19/2021 19:14,Male,16-35,University,Ministry of Justice,Yes,"The media (TV news, radio, documentaries)",Important,Ministry of Justice,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,Yes,am indifferent,Important concerns,No,No,No,Yes,
3/19/2021 19:38,Female,16-35,University,Ministry responsible for security,Yes,Fiction films,Not very important,The national police and gendarmerie services,Convicts and suspects,Yes,All crimes,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Maybe,Yes,No problem,Minor concerns,Yes,Yes,No,No,"For greater efficiency, the national police services must be equipped with well-equipped laboratories for greater results."
3/19/2021 19:55,Male,35-60,University,Ministry of Justice,Yes,"The media (TV news, radio, documentaries)",Important,An autonomous institution,Convicts and suspects,Yes,All crimes and offenses,Indefinitely,No I do not agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Minor concerns,Important concerns,No,Yes,No,No,
3/19/2021 19:59,Male,16-35,University,Ministry of Justice,Yes,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,Convicts and suspects,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Maybe,"Yes, but under certain conditions",No problem,Important concerns,No,Yes,No,Yes, The initiative is beneficial. The operationalization of a genetic database will help the judicial police services under the direction of the public prosecutor's offices in the search for the truth and the offenders. Anything that will help minimize miscarriages of justice!!
3/20/2021 12:25,Male,16-35,University,Ministry of Justice,Yes,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,"Convicts, suspects and volunteers",Yes,All crimes,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Maybe,"Yes, but under certain conditions",Minor concerns,Indifferent,I don't know,Yes,No,No,Bravery !
3/20/2021 15:22,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,No,"The media (TV news, radio, documentaries)",Important,Ministry of Justice,Entire population of Burkina Faso,Yes,All crimes and offenses,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,Yes,Yes,No,No,
3/20/2021 15:46,Female,35-60,Secondary,Ministry responsible for security,No,,Important,An autonomous institution,Convicts and suspects,Yes,All crimes,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Minor concerns,Important concerns,Yes,Yes,No,No,My encouragement because the theme is really topical and very relevant.
3/20/2021 19:44,Male,16-35,University,Ministry of Justice,Yes,"The media (TV news, radio, documentaries)",Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,No,Yes,No,Yes,Current topic. All my encouragement
3/20/2021 19:58,Male,16-35,University,Ministry of Justice,Yes,Others,Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Minor concerns,No answer,Yes,Yes,No,Yes,
3/20/2021 21:02,Male,16-35,University,Ministry of Justice,Yes,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,Convicts and suspects,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,No,Yes,No,No,"My encouragement to the initiator of this study... We really need it, especially in these times when delinquents are more and more smart, there is no more room for intuitions... Thank you!!!"
3/20/2021 21:55,Male,35-60,University,Ministry of Justice,Yes,Others,Important,An autonomous institution,"Convicts, suspects and volunteers",Yes,All crimes,Until the death of the condemned,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,No,Maybe,I don't know,No problem,No,Yes,No,No,My heartfelt congratulations and my full support
3/21/2021 0:54,Female,35-60,University,Ministry of Justice,Yes,During my studies (secondary and/or higher),Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,No,Yes,Maybe,No,"Good luck, courage"
3/21/2021 9:24,Male,35-60,PhD,Ministry of Higher Education and Scientific Research,Yes,"The media (TV news, radio, documentaries)",Important,An autonomous institution,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Minor concerns,Important concerns,Yes,No,No,Yes,"Thank you for this survey, which is a first in Burkina Faso and therefore inaugural. However, it concerns a very sensitive and very dangerous area of manipulation. Its usefulness should not be diverted to other purposes. Above all, this laboratory is entrusted to scientific researchers in the autonomous domain, free from any influence whatsoever. We must also allow these DNA paternity tests, all under a parsimonious footprint. THANKS"
3/21/2021 9:37,Male,35-60,University,Ministry of Justice,I am not sure,"The media (TV news, radio, documentaries)",Important,An autonomous institution,Condemned,No,All crimes,Until acquittal,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,yes I agree but in certain circumstances,Yes,No,Important concerns,Important concerns,No,Yes,No,Yes,"Likewise, we must provide the police and gendarmerie with laboratories, so we should work to ensure that the private sector has them for second opinions."
3/22/2021 12:56,Male,16-35,University,Others,Yes,"The media (TV news, radio, documentaries)",Not very important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,I don't know,Yes I agree,Yes I agree,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,I don't know,Yes,Maybe,Maybe,
3/22/2021 23:03,Male,16-35,Secondary,Ministry responsible for security,Yes,During my studies (secondary and/or higher),Important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes and offenses,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Yes,Yes,Minor concerns,Important concerns,Yes,Yes,No,No, It is a good initiative
3/22/2021 23:33,Male,16-35,University,Others,Yes,Fiction films,Important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Minor concerns,Minor concerns,Yes,Yes,No,No,
3/23/2021 15:08,Male,35-60,University,Ministry responsible for security,No,,Important,Ministry of Justice,Condemned,Yes,All crimes,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,No problem,No problem,Yes,Yes,Yes,No,"am really very happy to know that there are initiatives moving in the direction of the search for a DNA base. On my part, this is a laudable initiative and one to encourage."
3/23/2021 15:08,Male,35-60,University,Ministry responsible for security,Yes,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,Convicts and suspects,No,All crimes and offenses,No answer,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,No,Yes,No,Yes,
3/23/2021 15:13,Male,16-35,University,Ministry responsible for security,Yes,"The media (TV news, radio, documentaries)",Important,An autonomous institution,Entire population of Burkina Faso,No,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,Maybe,Yes,No,Yes,
3/23/2021 16:14,Male,16-35,University,Ministry responsible for security,No,,Important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Important concerns,No problem,Yes,Yes,Maybe,No,A very nice initiative. a lot of courage
3/23/2021 17:32,Male,35-60,University,Ministry responsible for security,Yes,"The media (TV news, radio, documentaries)",Important,Ministry responsible for security,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Until acquittal,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",yes I agree but in certain circumstances,yes I agree but in certain circumstances,No,"Yes, but under certain conditions",Important concerns,Important concerns,No,Yes,No,Yes,
3/23/2021 20:32,Male,16-35,University,Ministry responsible for security,Yes,"The media (TV news, radio, documentaries)",Important,An autonomous institution,"Convicts, suspects and volunteers",Yes,All crimes,Until acquittal,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",yes I agree but in certain circumstances,Yes I agree,Maybe,"Yes, but under certain conditions",Minor concerns,Important concerns,Yes,Yes,No,No,
3/23/2021 22:27,Male,16-35,University,Ministry responsible for security,No,,Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes,Until the death of the condemned,I don't know,Yes I agree,Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,No,Yes,No,Yes,Courage!
3/23/2021 23:08,Male,16-35,University,Ministry responsible for security,Yes,Others,Important,Ministry responsible for security,Entire population of Burkina Faso,No,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Maybe,Yes,Minor concerns,Important concerns,Yes,Yes,No,Maybe,My encouragement to them. This is a topic that deserves to be addressed.
3/24/2021 23:12,Male,16-35,University,Students,No,,Important,Ministry of Justice,Entire population of Burkina Faso,I don't know,All crimes,No answer,Yes I agree,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,Maybe,Maybe,Maybe,Maybe,
3/25/2021 8:19,Female,35-60,University,"Students, Others",No,"The media (TV news, radio, documentaries)",Important,Ministry of Justice,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,Yes I agree,No,"Yes, but under certain conditions",Minor concerns,Important concerns,I don't know,Yes,No,Yes,Encouragement to be able to implement this project.
3/25/2021 17:36,Male,16-35,University,Others,No,Fiction films,Important,An autonomous institution,"Convicts, suspects and volunteers",Yes,Serious crimes only,Indefinitely,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",yes I agree but in certain circumstances,Yes I agree,No,Yes,Important concerns,Important concerns,Yes,Yes,No,Yes, Certainly an innovative idea which will allow Burkinabè investigations to go beyond a level. Our investigations are often very limited. An opportunity to give it a scientific dimension.
3/25/2021 20:57,Male,16-35,University,Others,I am not sure,,Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes and offenses,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,am indifferent,I don't know,No,Yes,Yes,Maybe,Possibility of unchecking the answer to check another
3/26/2021 16:27,Female,35-60,Secondary,Ministry of Justice,I don't know,,Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Maybe,Yes,Minor concerns,Important concerns,Yes,Yes,Yes,No,"It's a very good initiative. This will allow us to have an informed idea as to the use of the DNA profile for, for example, cases of partnership research. Well, especially in this context of organized crime. The investigation is relevant."
3/26/2021 16:31,Male,35-60,University,Ministry of Justice,I don't know,,Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Maybe,Yes,Minor concerns,Important concerns,Yes,Yes,Yes,No,"Very good surveys! the level of criminal acts in Burkina requires significant consideration of more in-depth investigations, namely DNA tests. Consequently, authorized institutions must be provided with adequate resources accompanied by the implementation of a national file and processing. Thank you for sending me this questionnaire and good luck for this scientific study which is also profitable for Burkina! I am always available!"
3/26/2021 19:26,Male,16-35,University,Students,Yes,During my studies (secondary and/or higher),Important,Ministry responsible for security,Condemned,No,All crimes,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,No I do not agree,Yes I agree,Yes,No,Important concerns,Important concerns,No,Yes,No,Yes,
